2020-11-30 10:34:29.451 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Received task Source: Custom Source -> Timestamps/Watermarks (1/2).
2020-11-30 10:34:29.453 [Source: Custom Source -> Timestamps/Watermarks (1/2)] INFO  o.a.flink.runtime.taskmanager.Task -Source: Custom Source -> Timestamps/Watermarks (1/2) (7f9d3304bb54a58a29b30adfb86ecfe9) switched from CREATED to DEPLOYING.
2020-11-30 10:34:29.453 [Source: Custom Source -> Timestamps/Watermarks (1/2)] INFO  o.a.flink.runtime.taskmanager.Task -Creating FileSystem stream leak safety net for task Source: Custom Source -> Timestamps/Watermarks (1/2) (7f9d3304bb54a58a29b30adfb86ecfe9) [DEPLOYING]
2020-11-30 10:34:29.457 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Received task Source: Custom Source -> Timestamps/Watermarks (2/2).
2020-11-30 10:34:29.459 [Source: Custom Source -> Timestamps/Watermarks (2/2)] INFO  o.a.flink.runtime.taskmanager.Task -Source: Custom Source -> Timestamps/Watermarks (2/2) (a277195fafe19950014b56035ef1c445) switched from CREATED to DEPLOYING.
2020-11-30 10:34:29.460 [Source: Custom Source -> Timestamps/Watermarks (2/2)] INFO  o.a.flink.runtime.taskmanager.Task -Creating FileSystem stream leak safety net for task Source: Custom Source -> Timestamps/Watermarks (2/2) (a277195fafe19950014b56035ef1c445) [DEPLOYING]
2020-11-30 10:34:29.461 [Source: Custom Source -> Timestamps/Watermarks (2/2)] INFO  o.a.flink.runtime.taskmanager.Task -Loading JAR files for task Source: Custom Source -> Timestamps/Watermarks (2/2) (a277195fafe19950014b56035ef1c445) [DEPLOYING].
2020-11-30 10:34:29.460 [Source: Custom Source -> Timestamps/Watermarks (1/2)] INFO  o.a.flink.runtime.taskmanager.Task -Loading JAR files for task Source: Custom Source -> Timestamps/Watermarks (1/2) (7f9d3304bb54a58a29b30adfb86ecfe9) [DEPLOYING].
2020-11-30 10:34:29.463 [Source: Custom Source -> Timestamps/Watermarks (2/2)] INFO  o.a.flink.runtime.taskmanager.Task -Registering task at network: Source: Custom Source -> Timestamps/Watermarks (2/2) (a277195fafe19950014b56035ef1c445) [DEPLOYING].
2020-11-30 10:34:29.466 [Source: Custom Source -> Timestamps/Watermarks (1/2)] INFO  o.a.flink.runtime.taskmanager.Task -Registering task at network: Source: Custom Source -> Timestamps/Watermarks (1/2) (7f9d3304bb54a58a29b30adfb86ecfe9) [DEPLOYING].
